member #,member name,topic
1682,Mackenzie Chen,Consciousness and Philosophy of Mind
1682,Mackenzie Chen,Machine Ethics
1682,Mackenzie Chen,"Belief Revision, Update, and Merging"
1682,Mackenzie Chen,Heuristic Search
1683,Christopher Ross,Bayesian Networks
1683,Christopher Ross,Hardware
1683,Christopher Ross,Non-Monotonic Reasoning
1683,Christopher Ross,Privacy in Data Mining
1683,Christopher Ross,Learning Preferences or Rankings
1683,Christopher Ross,Automated Reasoning and Theorem Proving
1683,Christopher Ross,Marketing
1683,Christopher Ross,Machine Ethics
1683,Christopher Ross,Web and Network Science
1684,Jacob Harrison,Environmental Impacts of AI
1684,Jacob Harrison,Natural Language Generation
1684,Jacob Harrison,Explainability and Interpretability in Machine Learning
1684,Jacob Harrison,Voting Theory
1684,Jacob Harrison,Human-Robot/Agent Interaction
1684,Jacob Harrison,Other Topics in Robotics
1684,Jacob Harrison,Routing
1685,Samantha Reynolds,Accountability
1685,Samantha Reynolds,Knowledge Representation Languages
1685,Samantha Reynolds,Information Extraction
1685,Samantha Reynolds,Explainability in Computer Vision
1685,Samantha Reynolds,Causality
1686,Dawn Middleton,Reinforcement Learning Theory
1686,Dawn Middleton,Abductive Reasoning and Diagnosis
1686,Dawn Middleton,"Continual, Online, and Real-Time Planning"
1686,Dawn Middleton,Planning and Decision Support for Human-Machine Teams
1686,Dawn Middleton,Computer Games
1686,Dawn Middleton,Human-Robot/Agent Interaction
1686,Dawn Middleton,Adversarial Learning and Robustness
1686,Dawn Middleton,Imitation Learning and Inverse Reinforcement Learning
1686,Dawn Middleton,Causal Learning
1686,Dawn Middleton,Search in Planning and Scheduling
1687,Brooke Miles,Agent-Based Simulation and Complex Systems
1687,Brooke Miles,Aerospace
1687,Brooke Miles,Planning and Machine Learning
1687,Brooke Miles,Kernel Methods
1687,Brooke Miles,Decision and Utility Theory
1687,Brooke Miles,Other Topics in Robotics
1687,Brooke Miles,Automated Learning and Hyperparameter Tuning
1688,Deanna Benson,Knowledge Compilation
1688,Deanna Benson,Search in Planning and Scheduling
1688,Deanna Benson,Ontologies
1688,Deanna Benson,Combinatorial Search and Optimisation
1688,Deanna Benson,Mining Spatial and Temporal Data
1689,Justin Snyder,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
1689,Justin Snyder,Combinatorial Search and Optimisation
1689,Justin Snyder,Knowledge Acquisition and Representation for Planning
1689,Justin Snyder,Bayesian Networks
1689,Justin Snyder,Cyber Security and Privacy
1689,Justin Snyder,Answer Set Programming
1689,Justin Snyder,Other Topics in Constraints and Satisfiability
1689,Justin Snyder,Planning under Uncertainty
1690,Scott Bird,Cognitive Robotics
1690,Scott Bird,Behavioural Game Theory
1690,Scott Bird,Question Answering
1690,Scott Bird,Probabilistic Programming
1690,Scott Bird,Stochastic Models and Probabilistic Inference
1690,Scott Bird,Quantum Machine Learning
1691,Dawn Forbes,Information Retrieval
1691,Dawn Forbes,Constraint Learning and Acquisition
1691,Dawn Forbes,Bioinformatics
1691,Dawn Forbes,Real-Time Systems
1691,Dawn Forbes,"Communication, Coordination, and Collaboration"
1691,Dawn Forbes,Other Topics in Machine Learning
1691,Dawn Forbes,Clustering
1691,Dawn Forbes,Representation Learning
1691,Dawn Forbes,Qualitative Reasoning
1692,Jose Schultz,Game Playing
1692,Jose Schultz,Federated Learning
1692,Jose Schultz,Approximate Inference
1692,Jose Schultz,Visual Reasoning and Symbolic Representation
1692,Jose Schultz,Cyber Security and Privacy
1692,Jose Schultz,Web Search
1693,Desiree Clark,Adversarial Attacks on CV Systems
1693,Desiree Clark,Answer Set Programming
1693,Desiree Clark,Standards and Certification
1693,Desiree Clark,Qualitative Reasoning
1693,Desiree Clark,Other Topics in Planning and Search
1693,Desiree Clark,Responsible AI
1693,Desiree Clark,Knowledge Acquisition and Representation for Planning
1694,Robert Cruz,Graph-Based Machine Learning
1694,Robert Cruz,Causal Learning
1694,Robert Cruz,Graphical Models
1694,Robert Cruz,Multiagent Planning
1694,Robert Cruz,Qualitative Reasoning
1695,Larry Jordan,Distributed Problem Solving
1695,Larry Jordan,Neuroscience
1695,Larry Jordan,Bayesian Learning
1695,Larry Jordan,Anomaly/Outlier Detection
1695,Larry Jordan,Other Topics in Planning and Search
1695,Larry Jordan,Other Topics in Machine Learning
1695,Larry Jordan,Planning and Machine Learning
1696,David Shaw,Web Search
1696,David Shaw,Sequential Decision Making
1696,David Shaw,Answer Set Programming
1696,David Shaw,Machine Learning for NLP
1696,David Shaw,"Plan Execution, Monitoring, and Repair"
1696,David Shaw,Optimisation in Machine Learning
1696,David Shaw,Routing
1696,David Shaw,Scene Analysis and Understanding
1696,David Shaw,Inductive and Co-Inductive Logic Programming
1696,David Shaw,Constraint Programming
1697,Troy Smith,Other Topics in Computer Vision
1697,Troy Smith,Syntax and Parsing
1697,Troy Smith,Machine Learning for NLP
1697,Troy Smith,Decision and Utility Theory
1697,Troy Smith,"Mining Visual, Multimedia, and Multimodal Data"
1697,Troy Smith,Economic Paradigms
1698,Christopher Graham,Causality
1698,Christopher Graham,Multi-Robot Systems
1698,Christopher Graham,Stochastic Models and Probabilistic Inference
1698,Christopher Graham,"Plan Execution, Monitoring, and Repair"
1698,Christopher Graham,Societal Impacts of AI
1698,Christopher Graham,Genetic Algorithms
1699,Tamara Stevens,Web Search
1699,Tamara Stevens,Web and Network Science
1699,Tamara Stevens,Mining Spatial and Temporal Data
1699,Tamara Stevens,Preferences
1699,Tamara Stevens,Privacy in Data Mining
1699,Tamara Stevens,Constraint Satisfaction
1699,Tamara Stevens,Anomaly/Outlier Detection
1700,Chad Hensley,Intelligent Database Systems
1700,Chad Hensley,Probabilistic Programming
1700,Chad Hensley,Physical Sciences
1700,Chad Hensley,Other Topics in Robotics
1700,Chad Hensley,Reinforcement Learning Algorithms
1700,Chad Hensley,Privacy in Data Mining
1700,Chad Hensley,Causality
1701,Daniel Miller,Dimensionality Reduction/Feature Selection
1701,Daniel Miller,Image and Video Generation
1701,Daniel Miller,Biometrics
1701,Daniel Miller,Human-Machine Interaction Techniques and Devices
1701,Daniel Miller,Multi-Class/Multi-Label Learning and Extreme Classification
1701,Daniel Miller,Stochastic Optimisation
1701,Daniel Miller,"Mining Visual, Multimedia, and Multimodal Data"
1701,Daniel Miller,Adversarial Learning and Robustness
1701,Daniel Miller,"AI in Law, Justice, Regulation, and Governance"
1702,Tamara Hartman,Other Topics in Multiagent Systems
1702,Tamara Hartman,Representation Learning
1702,Tamara Hartman,Mixed Discrete/Continuous Planning
1702,Tamara Hartman,Other Topics in Robotics
1702,Tamara Hartman,Accountability
1702,Tamara Hartman,Deep Generative Models and Auto-Encoders
1703,Morgan Watson,Decision and Utility Theory
1703,Morgan Watson,Optimisation in Machine Learning
1703,Morgan Watson,Cognitive Robotics
1703,Morgan Watson,Agent-Based Simulation and Complex Systems
1703,Morgan Watson,Robot Manipulation
1703,Morgan Watson,Philosophical Foundations of AI
1703,Morgan Watson,Preferences
1703,Morgan Watson,Activity and Plan Recognition
1703,Morgan Watson,Distributed Machine Learning
1703,Morgan Watson,Interpretability and Analysis of NLP Models
1704,Wendy Welch,Mechanism Design
1704,Wendy Welch,Behaviour Learning and Control for Robotics
1704,Wendy Welch,Information Retrieval
1704,Wendy Welch,Imitation Learning and Inverse Reinforcement Learning
1704,Wendy Welch,Human-Robot Interaction
1704,Wendy Welch,"Energy, Environment, and Sustainability"
1704,Wendy Welch,Philosophy and Ethics
1705,Taylor Rojas,Dimensionality Reduction/Feature Selection
1705,Taylor Rojas,Active Learning
1705,Taylor Rojas,Sports
1705,Taylor Rojas,"Belief Revision, Update, and Merging"
1705,Taylor Rojas,Safety and Robustness
1705,Taylor Rojas,Multi-Robot Systems
1705,Taylor Rojas,Scalability of Machine Learning Systems
1705,Taylor Rojas,Information Retrieval
1705,Taylor Rojas,Information Extraction
1706,Kevin Madden,Object Detection and Categorisation
1706,Kevin Madden,Mechanism Design
1706,Kevin Madden,Data Visualisation and Summarisation
1706,Kevin Madden,Arts and Creativity
1706,Kevin Madden,Philosophy and Ethics
1706,Kevin Madden,"Plan Execution, Monitoring, and Repair"
1706,Kevin Madden,"Segmentation, Grouping, and Shape Analysis"
1707,Whitney Barnett,Approximate Inference
1707,Whitney Barnett,"Plan Execution, Monitoring, and Repair"
1707,Whitney Barnett,Mining Semi-Structured Data
1707,Whitney Barnett,Social Networks
1707,Whitney Barnett,Cognitive Robotics
1707,Whitney Barnett,"Phonology, Morphology, and Word Segmentation"
1707,Whitney Barnett,Routing
1707,Whitney Barnett,Sentence-Level Semantics and Textual Inference
1707,Whitney Barnett,Probabilistic Modelling
1707,Whitney Barnett,Reinforcement Learning Algorithms
1708,Kevin Fields,Mining Spatial and Temporal Data
1708,Kevin Fields,Causal Learning
1708,Kevin Fields,Economics and Finance
1708,Kevin Fields,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
1708,Kevin Fields,Information Extraction
1708,Kevin Fields,Bayesian Learning
1708,Kevin Fields,Data Compression
1708,Kevin Fields,Intelligent Database Systems
1708,Kevin Fields,"Other Topics Related to Fairness, Ethics, or Trust"
1708,Kevin Fields,Mining Heterogeneous Data
1709,Paul Nelson,Agent-Based Simulation and Complex Systems
1709,Paul Nelson,"Segmentation, Grouping, and Shape Analysis"
1709,Paul Nelson,Multiagent Learning
1709,Paul Nelson,Arts and Creativity
1709,Paul Nelson,Large Language Models
1709,Paul Nelson,Robot Planning and Scheduling
1709,Paul Nelson,Clustering
1709,Paul Nelson,Marketing
1709,Paul Nelson,Behavioural Game Theory
1710,Elizabeth Vasquez,Quantum Computing
1710,Elizabeth Vasquez,Automated Learning and Hyperparameter Tuning
1710,Elizabeth Vasquez,Privacy in Data Mining
1710,Elizabeth Vasquez,Learning Theory
1710,Elizabeth Vasquez,Machine Translation
1710,Elizabeth Vasquez,Question Answering
1711,George Serrano,"AI in Law, Justice, Regulation, and Governance"
1711,George Serrano,Satisfiability
1711,George Serrano,Trust
1711,George Serrano,Privacy-Aware Machine Learning
1711,George Serrano,Activity and Plan Recognition
1711,George Serrano,Mechanism Design
1711,George Serrano,Reinforcement Learning with Human Feedback
1711,George Serrano,Qualitative Reasoning
1712,Tara Kennedy,Satisfiability Modulo Theories
1712,Tara Kennedy,Behaviour Learning and Control for Robotics
1712,Tara Kennedy,Arts and Creativity
1712,Tara Kennedy,Information Retrieval
1712,Tara Kennedy,Multilingualism and Linguistic Diversity
1712,Tara Kennedy,Deep Neural Network Architectures
1712,Tara Kennedy,Knowledge Graphs and Open Linked Data
1712,Tara Kennedy,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
1712,Tara Kennedy,Distributed CSP and Optimisation
1712,Tara Kennedy,Intelligent Database Systems
1713,Julie Lopez,Machine Ethics
1713,Julie Lopez,Social Networks
1713,Julie Lopez,Knowledge Compilation
1713,Julie Lopez,Personalisation and User Modelling
1713,Julie Lopez,Morality and Value-Based AI
1713,Julie Lopez,Software Engineering
1713,Julie Lopez,User Experience and Usability
1713,Julie Lopez,Robot Rights
1713,Julie Lopez,Search and Machine Learning
1713,Julie Lopez,Mixed Discrete/Continuous Planning
1714,Amanda Miller,Reinforcement Learning Algorithms
1714,Amanda Miller,Multi-Class/Multi-Label Learning and Extreme Classification
1714,Amanda Miller,Knowledge Acquisition
1714,Amanda Miller,Causality
1714,Amanda Miller,Behaviour Learning and Control for Robotics
1714,Amanda Miller,Automated Learning and Hyperparameter Tuning
1714,Amanda Miller,Object Detection and Categorisation
1714,Amanda Miller,"Segmentation, Grouping, and Shape Analysis"
1714,Amanda Miller,Classification and Regression
1715,Bradley Patterson,"Belief Revision, Update, and Merging"
1715,Bradley Patterson,Engineering Multiagent Systems
1715,Bradley Patterson,Summarisation
1715,Bradley Patterson,Philosophical Foundations of AI
1715,Bradley Patterson,Other Topics in Multiagent Systems
1715,Bradley Patterson,Sentence-Level Semantics and Textual Inference
1715,Bradley Patterson,Arts and Creativity
1715,Bradley Patterson,Data Compression
1715,Bradley Patterson,Philosophy and Ethics
1716,Luke Williams,Bioinformatics
1716,Luke Williams,Cognitive Modelling
1716,Luke Williams,Video Understanding and Activity Analysis
1716,Luke Williams,Philosophy and Ethics
1716,Luke Williams,"Localisation, Mapping, and Navigation"
1716,Luke Williams,Adversarial Learning and Robustness
1716,Luke Williams,Multimodal Learning
1716,Luke Williams,Vision and Language
1717,Erica Marshall,Reinforcement Learning with Human Feedback
1717,Erica Marshall,Imitation Learning and Inverse Reinforcement Learning
1717,Erica Marshall,Automated Learning and Hyperparameter Tuning
1717,Erica Marshall,Classical Planning
1717,Erica Marshall,Satisfiability
1717,Erica Marshall,Bayesian Networks
1717,Erica Marshall,Intelligent Virtual Agents
1718,Shawna Hebert,Neuro-Symbolic Methods
1718,Shawna Hebert,Scheduling
1718,Shawna Hebert,Web Search
1718,Shawna Hebert,"Conformant, Contingent, and Adversarial Planning"
1718,Shawna Hebert,Learning Human Values and Preferences
1718,Shawna Hebert,Non-Probabilistic Models of Uncertainty
1718,Shawna Hebert,Rule Mining and Pattern Mining
1718,Shawna Hebert,User Experience and Usability
1718,Shawna Hebert,Other Multidisciplinary Topics
1719,Alyssa Day,Robot Planning and Scheduling
1719,Alyssa Day,Kernel Methods
1719,Alyssa Day,Learning Human Values and Preferences
1719,Alyssa Day,Human-Robot/Agent Interaction
1719,Alyssa Day,Computer-Aided Education
1719,Alyssa Day,Satisfiability
1719,Alyssa Day,Fair Division
1719,Alyssa Day,Other Topics in Computer Vision
1720,Joshua James,Big Data and Scalability
1720,Joshua James,Meta-Learning
1720,Joshua James,Real-Time Systems
1720,Joshua James,"Geometric, Spatial, and Temporal Reasoning"
1720,Joshua James,Explainability in Computer Vision
1720,Joshua James,Constraint Programming
1720,Joshua James,Automated Reasoning and Theorem Proving
1721,Kathryn Johnson,Bayesian Networks
1721,Kathryn Johnson,Quantum Machine Learning
1721,Kathryn Johnson,Constraint Satisfaction
1721,Kathryn Johnson,Ontologies
1721,Kathryn Johnson,Description Logics
1721,Kathryn Johnson,Multilingualism and Linguistic Diversity
1722,Drew Ryan,"Other Topics Related to Fairness, Ethics, or Trust"
1722,Drew Ryan,Solvers and Tools
1722,Drew Ryan,"Mining Visual, Multimedia, and Multimodal Data"
1722,Drew Ryan,Explainability and Interpretability in Machine Learning
1722,Drew Ryan,Multiagent Planning
1722,Drew Ryan,Agent Theories and Models
1723,Mary Curtis,"Transfer, Domain Adaptation, and Multi-Task Learning"
1723,Mary Curtis,Personalisation and User Modelling
1723,Mary Curtis,Ensemble Methods
1723,Mary Curtis,Robot Planning and Scheduling
1723,Mary Curtis,Economic Paradigms
1724,Danny Johnson,Efficient Methods for Machine Learning
1724,Danny Johnson,Learning Preferences or Rankings
1724,Danny Johnson,Classification and Regression
1724,Danny Johnson,Multiagent Planning
1724,Danny Johnson,Privacy and Security
1724,Danny Johnson,Constraint Optimisation
1724,Danny Johnson,Consciousness and Philosophy of Mind
1725,Drew Jones,Scalability of Machine Learning Systems
1725,Drew Jones,Semantic Web
1725,Drew Jones,Lexical Semantics
1725,Drew Jones,Hardware
1725,Drew Jones,Ontology Induction from Text
1725,Drew Jones,"Graph Mining, Social Network Analysis, and Community Mining"
1725,Drew Jones,Deep Reinforcement Learning
1725,Drew Jones,Graph-Based Machine Learning
1725,Drew Jones,Physical Sciences
1726,Mary Patterson,Human-Machine Interaction Techniques and Devices
1726,Mary Patterson,Quantum Machine Learning
1726,Mary Patterson,Semantic Web
1726,Mary Patterson,Computer Games
1726,Mary Patterson,Social Sciences
1726,Mary Patterson,Dynamic Programming
1726,Mary Patterson,Constraint Satisfaction
1726,Mary Patterson,Mobility
1726,Mary Patterson,Constraint Optimisation
1727,Richard Morris,Inductive and Co-Inductive Logic Programming
1727,Richard Morris,Other Topics in Humans and AI
1727,Richard Morris,Humanities
1727,Richard Morris,Description Logics
1727,Richard Morris,Internet of Things
1728,Lauren Hernandez,Knowledge Graphs and Open Linked Data
1728,Lauren Hernandez,Sports
1728,Lauren Hernandez,Mining Heterogeneous Data
1728,Lauren Hernandez,Solvers and Tools
